,url,precio,hermetico,sostenible
0,https://www.ohgar.com/es/p/recipiente-hermetico-rectangular-122cl-rojo-pure-box-luminarc/4474711,8.25,0.0,0.0
1,https://www.ohgar.com/es/p/recipiente-hermetico-cuadrado-76cl-rojo-pure-box-luminarc/4474708,7.0,0.0,0.0
2,https://www.ohgar.com/es/p/recipiente-vidrio-redondo-con-tapa-26cm-23l-cookstore-ocuisine/4936311,10.9,0.0,0.0
3,https://www.ohgar.com/es/p/recipiente-rectangular-vidrio-40x27cm-45lcon-tapa-cookstore-ocuisine/4937757,16.0,0.0,0.0
4,https://www.ohgar.com/es/p/recipiente-rectangular-con-tapa-23x15x65cm-11l-vidrio-cookstore-ocuisine/4936316,7.75,0.0,0.0
5,https://www.ohgar.com/es/p/recipiente-hermetico-rectangular-82cl-rojo-pure-box-luminarc/4474710,7.5,0.0,0.0
6,https://www.ohgar.com/es/p/juego-2-recipientes-hermeticos-rectangular-38-y-122cl-pure-box-active-luminarc/4189186,,0.0,0.0
7,https://www.ohgar.com/es/p/recipiente-con-tapa-cuadrado-vidrio-25x22cm-15l-cookstore-ocuisine/4936911,9.75,0.0,0.0
8,https://www.ohgar.com/es/p/recipiente-con-tapa-cuadrado-vidrio-25x22cm-15l-cookstore-ocuisine/4936911,9.75,0.0,0.0
9,https://www.ohgar.com/es/p/recipiente-vidrio-cuadrado-con-tapa-25x22x7cm-22l-cookstore-ocuisine/4936314,10.9,0.0,0.0
10,https://www.ohgar.com/es/p/recipiente-con-tapa-redondo-20cm-1l-vidrio-cookstore-ocuisine/4936310,,0.0,0.0
11,https://www.ohgar.com/es/p/recipiente-rectangular-con-tapa-vidrio-28x20x8cm-26l-cookstore-ocuisine/4936317,13.25,0.0,0.0
12,https://www.ohgar.com/es/p/recipiente-rectangular-con-tapa-vidrio-28x20x8cm-26l-cookstore-ocuisine/4936317,13.25,0.0,0.0
13,https://www.ohgar.com/es/p/set-7-hermeticos-rectangulares-plastico-habitat-quid/7829003,8.5,1.0,0.0
14,https://www.ohgar.com/es/p/hermetico-redondo-12x5cm-pure-box-active-luminarc/9207681,5.5,1.0,0.0
15,https://www.ohgar.com/es/p/set-3-hermeticos-rectangulares-vidrio-frost-quid/7985002,12.9,1.0,0.0
16,https://www.ohgar.com/es/p/recipiente-con-tapa-rectangular-vidrio-17x10x5cm-035l-cookstore-ocuisine/4936315,7.5,1.0,0.0
17,https://www.ohgar.com/es/p/hermetico-rectangular-16x11cm-pure-box-active-luminarc/9207680,7.5,1.0,0.0
18,https://www.ohgar.com/es/p/hermetico-rectangular-22x16cm-pure-box-active-luminarc/9207678,10.9,1.0,0.0
19,https://www.ohgar.com/es/p/juego-5-hermeticos-rectangulares-plastico-habitat-quid/7829002,4.9,1.0,0.0
20,https://www.ohgar.com/es/p/hermetico-redondo-15x7cm-pure-box-active-luminarc/9207683,7.25,0.0,0.0
21,https://www.ohgar.com/es/p/set-5-hermeticos-vidrio-frost-quid/7985003,4.5,0.0,0.0
22,https://www.ohgar.com/es/p/hermetico-cuadrado-75cl-pure-box-active-luminarc/9211898,6.95,1.0,0.0
23,https://www.ohgar.com/es/p/hermetico-redondo-14x6-cm-pure-box-active-luminarc/9207682,,0.0,0.0
24,https://www.ohgar.com/es/p/set-3-hermeticos-rectangulares-con-tapa-pure-box-active-luminarc/9207686,21.9,0.0,0.0
25,https://www.ohgar.com/es/p/hermetico-cuadrado-10-cm-pure-box-active-luminarc/9207675,4.5,0.0,
26,https://www.ohgar.com/es/p/recipiente-redondo-con-tapa-68cl-keepn-lagon-luminarc/9310737,4.9,0.0,0.0
27,https://www.ohgar.com/es/p/recipiente-rectangular-con-tapa-122cl-keepn-lagon-luminarc/9310741,7.0,0.0,0.0
28,https://www.ohgar.com/es/p/recipiente-cuadrado-con-tapa-38cl-keepn-lagon-luminarc/9310734,4.2,0.0,0.0
29,https://www.ohgar.com/es/p/recipiente-rectangular-con-tapa-38-cl-keepn-lagon-luminarc/9310739,4.5,0.0,0.0
30,https://www.ohgar.com/es/p/recipiente-rectangular-con-tapa-82-cl-keepn-lagon-luminarc/9310740,5.9,0.0,0.0
31,https://www.ohgar.com/es/p/hermetico-rectangular-21x15cm-pure-box-active-luminarc/9207677,6.9,1.0,0.0
32,https://www.ohgar.com/es/p/hermetico-rectangular-vidrio-12x9-cm-pure-box-active-luminarc/9207679,4.95,0.0,0.0
33,https://www.ohgar.com/es/p/recipiente-cuadrado-con-tapa-122-cl-keepn-lagon-luminarc/9310736,,1.0,0.0
34,https://www.ohgar.com/es/p/hermetico-vidrio-rectangular-122cl-lunch-pure-box-active-luminarc/9300157,10.9,1.0,0.0
35,https://www.ohgar.com/es/p/recipiente-rectangular-con-tapa-197cl-keepn-lagon-luminarc/9313680,8.0,0.0,0.0
36,https://www.ohgar.com/es/p/hermetico-vidrio-cuadrado-16cm-pure-box-active-luminarc/9207674,8.9,0.0,0.0
37,https://www.ohgar.com/es/p/recipiente-cuadrado-con-tapa-76cl-keepn-lagon-luminarc/9310735,,1.0,0.0
38,https://www.ohgar.com/es/p/hermetico-cuadrado-13cm-pure-box-active-luminarc/9207676,7.95,1.0,0.0
39,https://www.ohgar.com/es/p/hermetico-cuadrado-13cm-pure-box-active-luminarc/9207676,7.95,1.0,0.0
40,https://www.ohgar.com/es/p/recipiente-hermetico-cuadrado-80cl-vidrio-tapa-con-valvula-azul-astral-quid/5424475,4.5,1.0,0.0
41,https://www.ohgar.com/es/p/recipiente-hermetico-rectangular-64cl-vidrio-tapa-valvula-azul-astral-quid/5424477,4.5,1.0,0.0
42,https://www.ohgar.com/es/p/recipiente-hermetico-rectangular-10cl-vidrio-tapa-valvula-azul-astral-quid/5424478,5.5,1.0,0.0
43,https://www.ohgar.com/es/p/recipiente-hermetico-rectangular-37cl-vidrio-tapa-valvula-azul-astral-quid/5424476,3.25,1.0,0.0
44,https://www.ohgar.com/es/p/recipiente-hermetico-cuadrado-32cl-vidrio-tapa-con-valvula-azul-astral-quid/5424473,3.0,1.0,0.0
45,https://www.ohgar.com/es/p/recipiente-hermetico-cuadrado-52cl-vidrio-tapa-con-valvula-azul-astral-quid/5424474,,1.0,0.0
46,https://www.ohgar.com/es/p/recipiente-hermetico-redondo-62cl-vidrio-tapa-con-valvula-azul-astral-quid/5424480,4.25,1.0,0.0
47,https://www.ohgar.com/es/p/recipiente-hermetico-cuadrado-76cl-easy-box-luminarc/5424820,,1.0,1.0
48,https://www.ohgar.com/es/p/recipiente-hermetico-cuadrado-122cl-easy-box-luminarc/5424818,10.5,1.0,1.0
49,https://www.ohgar.com/es/p/recipiente-hermetico-rectangular-122cl-easy-box-luminarc/5424819,11.5,1.0,1.0
50,https://www.ohgar.com/es/p/recipiente-hermetico-rectangular-82cl-easy-box-luminarc/5424821,8.75,1.0,1.0
51,https://www.ohgar.com/es/p/recipiente-hermetico-redondo-95cl-vidrio-tapa-con-valvula-azul-astral-quid/5424481,,1.0,1.0
52,https://www.ohgar.com/es/p/recipiente-hermetico-redondo-95cl-vidrio-tapa-con-valvula-azul-astral-quid/5424481,,1.0,1.0
53,https://www.ohgar.com/es/p/recipiente-hermetico-redondo-95cl-vidrio-tapa-con-valvula-azul-astral-quid/5424481,,1.0,1.0
54,https://www.ohgar.com/es/p/recipiente-hermetico-rectangular-197cl-easy-box-luminarc/5424859,14.5,1.0,1.0
55,https://www.ohgar.com/es/p/recipiente-hermetico-rectangular-82cl-pure-box-negro-luminarc/5425329,9.75,1.0,0.0
56,https://www.ohgar.com/es/p/recipiente-rectangular-con-tapa-150cl-keepn-lagon-luminarc/5425328,11.5,0.0,0.0
57,https://www.ohgar.com/es/p/plato-23cm-con-tapa-hermetica-70cl-pure-box-luminarc/5425325,11.9,1.0,0.0
58,https://www.ohgar.com/es/p/recipiente-hermetico-rectangular-122cl-pure-box-negro-luminarc/5425327,11.5,1.0,0.0
59,https://www.ohgar.com/es/p/recipiente-hermetico-rectangular-122cl-pure-box-negro-luminarc/5425327,11.5,1.0,0.0
60,https://www.ohgar.com/es/p/recipiente-hermetico-cuadrado-122cl-pure-box-negro-luminarc/5425331,10.75,1.0,0.0
61,https://www.ohgar.com/es/p/recipiente-hermetico-rectangular-38cl-easy-box-luminarc/5424857,9.0,1.0,0.0
62,https://www.ohgar.com/es/p/recipiente-hermetico-rectangular-03l-greenery-quid/5424109,2.9,1.0,0.0
63,https://www.ohgar.com/es/p/recipiente-hermetico-rectangular-05l-greenery-quid/5424108,3.5,1.0,0.0
64,https://www.ohgar.com/es/p/recipiente-hermetico-cuadrado-76cl-pure-box-negro-luminarc/5425330,9.0,1.0,0.0
65,https://www.ohgar.com/es/p/hermetico-rectangular-37l-plastico-greenery-quid/5424111,8.5,1.0,0.0
66,https://www.ohgar.com/es/p/hermetico-rectangular-14l-plastico-greenery-quid/5424113,5.9,1.0,0.0
67,https://www.ohgar.com/es/p/hermetico-rectangular-18l-plastico-greenery-quid/5424116,6.9,1.0,0.0
68,https://www.ohgar.com/es/p/hermetico-rectangular-47l-plastico-greenery-quid/5424110,,1.0,0.0
69,https://www.ohgar.com/es/p/hermetico-rectangular-1l-plastico-greenery-quid/5424114,5.5,1.0,0.0
70,https://www.ohgar.com/es/p/hermetico-rectangular-28l-plastico-greenery-quid/5424112,9.5,1.0,0.0
71,https://www.ohgar.com/es/p/juego-2-tapers-hermeticos-64cl-y-152cl-vidrio-astral-quid/7985042,9.5,1.0,0.0
72,https://www.ohgar.com/es/p/recipiente-lonchera-22x16x35cm-plastico-rico-quid/5426498,5.5,0.0,0.0
73,https://www.ohgar.com/es/p/recipiente-hermetico-rectangular-152cl-vidrio-tapa-valvula-azul-astral-quid/5426571,6.5,1.0,0.0
74,https://www.ohgar.com/es/p/set-2-hermeticos-82cl-y-122cl-vidrio-pure-box-active-rojo-luminarc/5426795,,1.0,0.0
75,https://www.ohgar.com/es/p/juego-de-2-recipientes-hermeticos-rectangulares-16x11cm-vidrio-pure-box-active-luminarc/5427646,10.9,1.0,0.0
76,https://www.ohgar.com/es/p/set-4-hermeticos-52cl-64cl-80cl-y-104cl-vidrio-astral-quid/5426798,15.9,1.0,0.0
77,https://www.ohgar.com/es/p/hermetico-rectangular-065l-plastico-greenery-quid/5424115,,1.0,0.0
78,https://www.ohgar.com/es/p/set-2-hermeticos-76cl-y-122cl-vidrio-pure-box-active-luminarc/5426791,,1.0,0.0
79,https://www.ohgar.com/es/p/juego-de-2-recipientes-hermeticos-rectangulares-153x112x58cm-vidrio-purity-quid/5427708,,1.0,1.0
80,https://www.ohgar.com/es/p/juego-de-2-recipientes-hermeticos-cuadrado-80cl-vidrio-astral-quid/5427703,,1.0,0.0
81,https://www.ohgar.com/es/p/recipiente-hermetico-rectangular-122cl-naranja-holy-pure-box-luminarc/7405057,7.25,1.0,1.0
82,https://www.ohgar.com/es/p/recipiente-hermetico-rectangular-38cl-vidrio-pure-box-holy-luminarc/7405059,4.8,1.0,0.0
83,https://www.ohgar.com/es/p/recipiente-hermetico-rectangular-82cl-azul-holy-pure-box-luminarc/7405058,6.25,1.0,1.0
84,https://www.ohgar.com/es/p/juego-6-recipientes-vidrio-keepn-lagon-luminarc/5426780,,1.0,1.0
85,https://www.ohgar.com/es/p/recipiente-hermetico-cuadrado-76cl-verde-holy-pure-box-luminarc/7405061,6.25,1.0,1.0
86,https://www.ohgar.com/es/p/recipiente-hermetico-cuadrado-76cl-verde-holy-pure-box-luminarc/7405061,6.25,1.0,
87,https://www.ohgar.com/es/p/recipiente-hermetico-cuadrado-16x16x69cm-80cl-vidrio-purity-quid/5425992,5.0,1.0,1.0
88,https://www.ohgar.com/es/p/recipiente-hermetico-cuadrado-137x137x64cm-53cl-vidrio-purity-quid/5425991,4.2,1.0,1.0
89,https://www.ohgar.com/es/p/recipiente-hermetico-cuadrado-12x12x58cm-31cl-vidrio-purity-quid/5425990,3.5,1.0,1.0
90,https://www.ohgar.com/es/p/recipiente-hermetico-rectangular-176x132x64cm-63cl-vidrio-purity-quid/5425994,4.8,1.0,1.0
91,https://www.ohgar.com/es/p/recipiente-hermetico-rectangular-23x175x76cm-150cl-vidrio-purity-quid/5425999,7.25,1.0,1.0
92,https://www.ohgar.com/es/p/recipiente-hermetico-redondo-158x7-cm-64cl-vidrio-purity-quid/5425997,4.4,1.0,1.0
93,https://www.ohgar.com/es/p/recipiente-hermetico-cuadrado-122cl-amarillo-holy-pure-box-luminarc/7405060,6.75,1.0,1.0
94,https://www.ohgar.com/es/p/recipiente-hermetico-redondo-137x63cm-39cl-vidrio-purity-quid/5425996,3.8,1.0,1.0
95,https://www.ohgar.com/es/p/recipiente-hermetico-redondo-137x63cm-39cl-vidrio-purity-quid/5425996,3.8,1.0,1.0
96,https://www.ohgar.com/es/p/recipiente-hermetico-rectangular-153x112x58cm-37cl-vidrio-purity-quid/5425993,,1.0,1.0
97,https://www.ohgar.com/es/p/recipiente-hermetico-redondo-18x76cm-97cl-vidrio-purity-quid/5425998,5.3,1.0,1.0
98,https://www.ohgar.com/es/p/juego-de-2-hermeticos-rectangulares-21x15cm-pure-box-active-luminarc/5427767,12.9,1.0,0.0
99,https://www.ohgar.com/es/p/juego-de-2-recipientes-hermeticos-rectangulares-152cl-vidrio-astral-quid/5427812,,1.0,0.0
100,https://www.ohgar.com/es/p/juego-de-2-recipientes-hermeticos-cuadrados-32cl-vidrio-astral-quid/5427817,,1.0,0.0
101,https://www.ohgar.com/es/p/juego-3-hermeticos-rectangulares-38-82-y-122cl-vidrio-easy-box-luminarc/5427094,,1.0,1.0
102,https://www.ohgar.com/es/p/juego-3-hermeticos-37-63-y-104cl-vidrio-purity-quid/5427089,13.9,1.0,1.0
103,https://www.ohgar.com/es/p/juego-6-hermeticos-32-52-80-37-64-y-104cl-vidrio-astral-quid/5427085,11.9,0.0,0.0
104,https://www.ohgar.com/es/p/set-3-recipientes-rectangulares-38-74-y-134cl-con-tapa-rpet-inspira-quid/5427120,11.9,0.0,0.0
105,https://www.ohgar.com/es/p/hermetico-rectangular-vidrio-25x19cm-170cl-cookgo-pyrex/4937551,13.5,1.0,0.0
106,https://www.ohgar.com/es/p/hermetico-cuadrado-16x16cm-85cl-vidrio-cookgo-pyrex/4937553,10.5,1.0,0.0
107,https://www.ohgar.com/es/p/hermetico-redondo-15cm-68cl-vidrio-cookgo-pyrex/4937555,,1.0,0.0
108,https://www.ohgar.com/es/p/juego-3-hermeticos-32-52-y-80cl-vidrio-astral-quid/5427086,,1.0,0.0
109,https://www.ohgar.com/es/p/hermetico-redondo-19cm-160cl-vidrio-cookgo-pyrex/4937556,13.5,1.0,0.0
110,https://www.ohgar.com/es/p/hermetico-redondo-19cm-160cl-vidrio-cookgo-pyrex/4937556,13.5,1.0,0.0
111,https://www.ohgar.com/es/p/hermetico-cuadrado-22l-vidrio-cookheat-pyrex/4937697,21.5,1.0,0.0
112,https://www.ohgar.com/es/p/hermetico-cuadrado-35cl-vidrio-cookheat-pyrex/4937695,,1.0,0.0
113,https://www.ohgar.com/es/p/hermetico-rectangular-11l-vidrio-cookheat-pyrex/4937699,15.5,1.0,0.0
114,https://www.ohgar.com/es/p/recipiente-rectangular-vidrio-45l-con-tapa-verde-cookstore-pyrex/4937755,32.9,0.0,0.0
115,https://www.ohgar.com/es/p/recipiente-rectangular-con-tapa-22x17cm-16l-cookfreeze-pyrex/1041512,17.9,0.0,0.0
116,https://www.ohgar.com/es/p/recipiente-rectangular-con-tapa-27x23-42l-cookfreeze-pyrex/1041514,29.9,0.0,0.0
117,https://www.ohgar.com/es/p/recipiente-rectangular-con-tapa-38cl-verde-rpet-inspira-quid/5426139,3.5,0.0,0.0
118,https://www.ohgar.com/es/p/juego-3-hermeticos-37-64-y-104cl-vidrio-astral-quid/5427087,,1.0,0.0
119,https://www.ohgar.com/es/p/juego-3-recipientes-rectangulares-plastico-gris-city-quid/5426136,4.6,0.0,0.0
120,https://www.ohgar.com/es/p/hermetico-rectangular-vidrio-25l-cookheat-pyrex/4937700,21.5,1.0,
121,https://www.ohgar.com/es/p/hermetico-rectangular-vidrio-25l-cookheat-pyrex/4937700,21.5,1.0,0.0
122,https://www.ohgar.com/es/p/hermetico-rectangular-vidrio-25l-cookheat-pyrex/4937700,21.5,1.0,0.0
123,https://www.ohgar.com/es/p/juego-3-recipientes-altos-rectangulares-plastico-gris-city-quid/5426137,6.25,0.0,0.0
124,https://www.ohgar.com/es/p/recipiente-rectangular-con-tapa-134cl-verde-rpet-inspira-quid/5426141,5.3,0.0,0.0
125,https://www.ohgar.com/es/p/recipiente-cuadrado-con-tapa-130cl-verde-rpet-inspira-quid/5426145,4.8,0.0,0.0
126,https://www.ohgar.com/es/p/recipiente-redondo-con-tapa-76cl-verde-rpet-inspira-quid/5426142,4.1,0.0,0.0
127,https://www.ohgar.com/es/p/recipiente-rectangular-con-tapa-74cl-verde-rpet-inspira-quid/5426140,5.3,0.0,0.0
128,https://www.ohgar.com/es/p/recipiente-redondo-con-tapa-134cl-verde-rpet-inspira-quid/5426143,5.3,0.0,0.0
129,https://www.ohgar.com/es/p/recipiente-cuadrado-con-tapa-20cl-verde-rpet-inspira-quid/5426151,,0.0,0.0
130,https://www.ohgar.com/es/p/recipiente-rectangular-con-tapa-25x20cm-27l-vidrio-cookfreeze-pyrex/1041513,22.9,0.0,0.0
131,https://www.ohgar.com/es/p/recipiente-rectangular-con-tapa-19x14cm-08l-vidrio-cookfreeze-pyrex/1041511,13.5,0.0,0.0
132,https://www.ohgar.com/es/p/recipiente-cuadrado-con-tapa-14x14-cm-y-085l-cookfreeze-pyrex/4937807,12.9,0.0,0.0
133,https://www.ohgar.com/es/p/recipiente-cuadrado-con-tapa-14x14-cm-y-085l-cookfreeze-pyrex/4937807,12.9,0.0,0.0
134,https://www.ohgar.com/es/p/hermetico-rectangular-30x22cm-340cl-vidrio-cookgo-pyrex/4937552,22.9,1.0,0.0
135,https://www.ohgar.com/es/p/hermetico-vidrio-cuadrado-21x21cm-170cl-cookgo-pyrex/4937554,13.5,1.0,0.0
