,url,precio,hermetico,sostenible
136,https://www.ohgar.com/es/p/juego-5-hermeticos-vidrio-pure-box-active-luminarc/4475418,38.5,1.0,0.0
137,https://www.ohgar.com/es/p/hermetico-cuadrado-1l-vidrio-cookheat-pyrex/4937696,15.5,1.0,0.0
138,https://www.ohgar.com/es/p/recipiente-cuadrado-con-tapa-62cl-verde-rpet-inspira-quid/5426144,,1.0,0.0
139,https://www.ohgar.com/es/p/hermetico-alto-08l-vidrio-cookgo-pyrex/4937762,10.9,1.0,0.0
140,https://www.ohgar.com/es/p/hermetico-rectangular-vidrio-40cl-cookheat-pyrex/4937698,12.9,1.0,0.0
141,https://www.ohgar.com/es/p/hermetico-rectangular-vidrio-40cl-cookheat-pyrex/4937698,12.9,1.0,0.0
142,https://www.ohgar.com/es/p/hermetico-rectangular-vidrio-40cl-cookheat-pyrex/4937698,12.9,1.0,0.0
143,https://www.ohgar.com/es/p/recipiente-redondo-con-tapa-16-cm-y-16l-cookfreeze-pyrex/4937806,16.5,0.0,0.0
144,https://www.ohgar.com/es/p/recipiente-redondo-con-tapa-15-cm-y-11l-cookfreeze-pyrex/4937805,13.5,0.0,0.0
145,https://www.ohgar.com/es/p/recipiente-redondo-con-tapa-12-cm-y-06l-cookfreeze-pyrex/4937804,10.5,0.0,0.0
146,https://www.ohgar.com/es/p/juego-5-recipientes-vidrio-con-tapa-keepn-lagon-luminarc/5424022,19.9,1.0,0.0
147,https://www.ohgar.com/es/p/juego-5-recipientes-vidrio-con-tapa-keepn-lagon-luminarc/5424022,19.9,1.0,0.0
148,https://www.ohgar.com/es/p/recipiente-redondo-hermetico-135cl-vidrio-so-urban-arcoroc/5426288,8.5,1.0,0.0
149,https://www.ohgar.com/es/p/recipiente-redondo-hermetico-80cl-vidrio-so-urban-arcoroc/5426854,4.8,1.0,1.0
150,https://www.ohgar.com/es/p/bol-redondo-hermetico-37cl-vidrio-so-urban-arcoroc/5426853,3.5,1.0,1.0
151,https://www.ohgar.com/es/p/hermetico-redondo-vidrio-11l-cookheat-pyrex/4937693,,,
152,https://www.ohgar.com/es/p/vaso-alto-hermetico-26cl-vidrio-so-urban-arcoroc/5426852,3.5,0.0,1.0
153,https://www.ohgar.com/es/p/recipiente-hermetico-vidrio-transparente-con-tapa-vidrio-12x12x11cm-75cl-frigoverre-future-bormioli-rocco/8159002,,1.0,0.0
154,https://www.ohgar.com/es/p/recipiente-hermetico-cuadrado-137x137x64cm-52cl-vidrio-infinity-bidasoa/5426156,4.5,1.0,0.0
155,https://www.ohgar.com/es/p/recipiente-hermetico-cuadrado-18x18x75cm-110cl-vidrio-infinity-bidasoa/5426158,7.25,1.0,0.0
156,https://www.ohgar.com/es/p/recipiente-hermetico-cuadrado-16x16x69cm-80cl-vidrio-infinity-bidasoa/5426157,5.5,1.0,0.0
157,https://www.ohgar.com/es/p/recipiente-hermetico-rectangular-176x13x6cm-63cl-vidrio-infinity-bidasoa/5426160,,1.0,0.0
158,https://www.ohgar.com/es/p/recipiente-hermetico-redondo-158x7cm-64cl-vidrio-infinity-bidasoa/5426164,4.7,1.0,0.0
159,https://www.ohgar.com/es/p/recipiente-hermetico-rectangular-23x18x7cm-150cl-vidrio-infinity-bidasoa/5426162,,1.0,0.0
160,https://www.ohgar.com/es/p/recipiente-hermetico-redondo-18x76cm-97cl-vidrio-infinity-bidasoa/5426165,6.0,1.0,0.0
161,https://www.ohgar.com/es/p/recipiente-hermetico-rectangular-15x11x58cm-37cl-vidrio-infinity-bidasoa/5426159,4.0,1.0,0.0
162,https://www.ohgar.com/es/p/recipiente-hermetico-redondo-137x63cm-39cl-vidrio-infinity-bidasoa/5426163,4.0,1.0,0.0
163,https://www.ohgar.com/es/p/recipiente-redondo-hermetico-110cl-vidrio-so-urban-arcoroc/5426287,7.25,1.0,0.0
164,https://www.ohgar.com/es/p/recipiente-hermetico-rectangular-055l-acero-inoxidable-theo-bidasoa/5425618,7.5,1.0,0.0
165,https://www.ohgar.com/es/p/recipiente-hermetico-cuadrado-12x12x58cm-31cl-vidrio-infinity-bidasoa/5426155,,,0.0
166,https://www.ohgar.com/es/p/recipiente-hermetico-rectangular-180l-acero-inoxidable-theo-bidasoa/5425620,11.5,1.0,0.0
167,https://www.ohgar.com/es/p/recipiente-hermetico-rectangular-21x15x7cm-104cl-vidrio-infinity-bidasoa/5426161,,1.0,0.0
168,https://www.ohgar.com/es/p/recipiente-hermetico-redondo-hondo-70cl-vidrio-infinity-bidasoa/5426166,5.0,,0.0
169,https://www.ohgar.com/es/p/recipiente-hermetico-rectangular-085l-acero-inoxidable-theo-bidasoa/5425619,8.5,1.0,0.0
170,https://www.ohgar.com/es/p/set-4-recipientes-38-85-160-285cl-plastico-mia-bidaosa/5427018,11.0,0.0,0.0
171,https://www.ohgar.com/es/p/set-3-recipientes-45-85-140cl-plastico-mia-bidaosa/5427019,7.0,0.0,0.0
172,https://www.ohgar.com/es/p/recipiente-hermetico-cuadrado-hondo-90cl-vidrio-infinity-bidasoa/5426167,8.9,1.0,0.0
173,https://www.ohgar.com/es/p/recipiente-hermetico-cuadrado-12l-acero-inoxidable-theo-bidasoa/5425623,8.9,1.0,0.0
